id,學校,資料網址,縣市,鄉鎮市區,公私立,住址,電話,核定人數,營運狀態,處分日期,裁處文號,違反之規定,負責人/行為人,處分內容,處分依據
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBwAEsAOQB4AEsAcwBjAGUAbgBrAEgAeABCAFkAVgBpADIAagBsAGkAZABjAD0A,嘉義市私立林肯幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBwAEsAOQB4AEsAcwBjAGUAbgBrAEgAeABCAFkAVgBpADIAagBsAGkAZABjAD0A,嘉義市,嘉義市,私立,[600]維新路191號,(05)2741111,120,正常,2020/07/08,府教特字第1091510840號,第49條(107/6/27修正公布),負責人：何昱孚,"罰鍰：6,000元",第29條第1項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBoAFYAawBxADEASABEADgANwBrAGYAcwBEAGgATwBLADkAdQBOADQATQBRAD0A,嘉義市私立新向陽幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBoAFYAawBxADEASABEADgANwBrAGYAcwBEAGgATwBLADkAdQBOADQATQBRAD0A,嘉義市,嘉義市,私立,[600]新建街18.20號,(05)2860812,49,廢止設立許可,2019/04/01,府教特字第1081504795號,第51條(107/6/27修正公布),負責人：何怡慧,"罰鍰：3,000元",第16條第4項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2021/01/13,府教特字第1101500601號,第49條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：6,000元",第38條第5項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2019/05/09,府教特字第1081507044號,第49條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：6,000元",第29條第1項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2019/05/09,府教特字第1081507044號,第51條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：3,000元",第16條第4項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwB1ADYAdwAvAHcAagA5AFgAeABzAFcAYgBPAHYAbgA5AE8ARAByAFMAMQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2016/12/21,府教幼字第1051518299號,第45條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：60,000元",第8條第1項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBtAHgASgA0AGIASgBGAGoAZABVAGsAMQBJAG4AZABMAHAAawBCAGEAaQBVAD0A,嘉義市私立愛兒堡幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBtAHgASgA0AGIASgBGAGoAZABVAGsAMQBJAG4AZABMAHAAawBCAGEAaQBVAD0A,嘉義市,嘉義市,私立,[600]世賢路二段67號,(05)2339888,100,正常,2020/09/08,府教特字第1091514852號,第49條(107/6/27修正公布),負責人：劉佳宜,"罰鍰：6,000元",第26條第2項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBtAHgASgA0AGIASgBGAGoAZABVAGsAMQBJAG4AZABMAHAAawBCAGEAaQBVAD0A,嘉義市私立愛兒堡幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBtAHgASgA0AGIASgBGAGoAZABVAGsAMQBJAG4AZABMAHAAawBCAGEAaQBVAD0A,嘉義市,嘉義市,私立,[600]世賢路二段67號,(05)2339888,100,正常,2018/10/08,府教特字第1071513914號,第49條(107/6/27修正公布),負責人：林玉敏,"罰鍰：15,000元",第38條第2項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBsADcAMwBRAG4AZwBkAHQASABIAHAASQAzAEUAYwBkAEkASABtAGwARAA0AD0A,嘉義市私立育光幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBsADcAMwBRAG4AZwBkAHQASABIAHAASQAzAEUAYwBkAEkASABtAGwARAA0AD0A,嘉義市,嘉義市,私立,[600]康樂街360號,(05)2221851,90,正常,2020/11/16,府教特字第1091518440號,第49條(107/6/27修正公布),負責人：蔡爾泰,"罰鍰：6,000元",第26條第2項
SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBsADcAMwBRAG4AZwBkAHQASABIAHAASQAzAEUAYwBkAEkASABtAGwARAA0AD0A,嘉義市私立育光幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=SwBGAEYAVgBQAEoAOQBNAEUAZgAwAGoAUgBLAHgAaABiAGkAeAByAGoARQBHAHQASQBNACsAagBwAGEAcgBzAHAAegBqAGgAMABKAFAAVwBYAHMATgBvAGEAcwBOAEwASABBAEoASABpADQAVgBrAHoAcABLADEAZQBBAHMAOABPACsAVAA4AFAAUgBLAFgAcAA0AEwAMgA3AG8AcQBMADAASgBSAGQAUwBsADcAMwBRAG4AZwBkAHQASABIAHAASQAzAEUAYwBkAEkASABtAGwARAA0AD0A,嘉義市,嘉義市,私立,[600]康樂街360號,(05)2221851,90,正常,2019/04/08,府教特字第1081505010號,第51條(107/6/27修正公布),負責人：蔡爾泰,"罰鍰：3,000元",第16條第4項
