id,學校,資料網址,縣市,鄉鎮市區,公私立,住址,電話,核定人數,營運狀態,處分日期,裁處文號,違反之規定,負責人/行為人,處分內容,處分依據
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBwAEwARQBuADcAZgBJAGgAUABjAFQAcgBLADcAWQB2AHcASwBUAGkAagB3AD0A,嘉義市私立林肯幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBwAEwARQBuADcAZgBJAGgAUABjAFQAcgBLADcAWQB2AHcASwBUAGkAagB3AD0A,嘉義市,嘉義市,私立,[600]維新路191號,(05)2741111,120,正常,2020/07/08,府教特字第1091510840號,第49條(107/6/27修正公布),負責人：何昱孚,"罰鍰：6,000元",第29條第1項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQByACsARABDAFYAdQBCAEQAdQBJAGQAVwAxAHEANgBEAGoAcgBIAEwASgBzAD0A,嘉義市私立新向陽幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQByACsARABDAFYAdQBCAEQAdQBJAGQAVwAxAHEANgBEAGoAcgBIAEwASgBzAD0A,嘉義市,嘉義市,私立,[600]新建街18.20號,(05)2860812,49,廢止設立許可,2019/04/01,府教特字第1081504795號,第51條(107/6/27修正公布),負責人：何怡慧,"罰鍰：3,000元",第16條第4項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpADcAUAA4AGsAawBSAFEAUQBMAHcANgB4AEsAZQBBAGMAKwBHADkAQQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpADcAUAA4AGsAawBSAFEAUQBMAHcANgB4AEsAZQBBAGMAKwBHADkAQQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2019/05/09,府教特字第1081507044號,第49條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：6,000元",第29條第1項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpADcAUAA4AGsAawBSAFEAUQBMAHcANgB4AEsAZQBBAGMAKwBHADkAQQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpADcAUAA4AGsAawBSAFEAUQBMAHcANgB4AEsAZQBBAGMAKwBHADkAQQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2019/05/09,府教特字第1081507044號,第51條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：3,000元",第16條第4項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpADcAUAA4AGsAawBSAFEAUQBMAHcANgB4AEsAZQBBAGMAKwBHADkAQQBFAD0A,嘉義市私立銘華幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpADcAUAA4AGsAawBSAFEAUQBMAHcANgB4AEsAZQBBAGMAKwBHADkAQQBFAD0A,嘉義市,嘉義市,私立,[600]軍輝路100號1-3樓,(05)2397602,20,正常,2016/12/21,府教幼字第1051518299號,第45條(107/6/27修正公布),負責人：楊凱庭,"罰鍰：60,000元",第8條第1項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBvAHEAdQBMAEMAVgBWAG4ARwA3AGQASQBiAFIAdgBWAE8AbABEAHkAYQBVAD0A,嘉義市私立東之寶幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBvAHEAdQBMAEMAVgBWAG4ARwA3AGQASQBiAFIAdgBWAE8AbABEAHkAYQBVAD0A,嘉義市,嘉義市,私立,[600]大雅路一段368巷72號,(05)2763077,120,正常,2019/04/10,府教特字第1081504221號,第47條第2項(107/6/27修正公布),負責人：林秋惠,"罰鍰：30,000元",第23條第5項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQB2AGMAZABpAFoAQQBKAFkAVABQAGkAdABSAEEAaQB2AEoAdQBTADQASgBJAD0A,嘉義市私立愛兒堡幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQB2AGMAZABpAFoAQQBKAFkAVABQAGkAdABSAEEAaQB2AEoAdQBTADQASgBJAD0A,嘉義市,嘉義市,私立,[600]世賢路二段67號,(05)2339888,100,正常,2018/10/08,府教特字第1071513914號,第49條(107/6/27修正公布),負責人：林玉敏,"罰鍰：15,000元",第38條第2項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpAE0AWABkAE4ATQBkADUAcQBQAG8AaAA5AGsAZwBEAGMAdwByADQARgBJAD0A,嘉義市私立育光幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQBpAE0AWABkAE4ATQBkADUAcQBQAG8AaAA5AGsAZwBEAGMAdwByADQARgBJAD0A,嘉義市,嘉義市,私立,[600]康樂街360號,(05)2221851,90,正常,2019/04/08,府教特字第1081505010號,第51條(107/6/27修正公布),負責人：蔡爾泰,"罰鍰：3,000元",第16條第4項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQB1AFUAaQBFAEYAOQBGAEsATQBDAEsANwBMADAAKwBpAGYAegA4AGQAYQBzAD0A,嘉義市私立佳寶幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQB1AFUAaQBFAEYAOQBGAEsATQBDAEsANwBMADAAKwBpAGYAegA4AGQAYQBzAD0A,嘉義市,嘉義市,私立,[600]新建街95巷12號,(05)2859515,150,正常,2020/01/07,府教特字第1091500289號,第49條(107/6/27修正公布),負責人：陳瑞煬,"罰鍰：6,000元",第38條第2項
agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQByAFQAQgBjADYAWQBlAGgAOABLADYAWABuAGQAVABFAG0AMABjAHQAWQB3AD0A,嘉義市私立諾爾堡幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=agBCAHIAYQBXAGQAUwBUAGgAdgB4AGgAagBTAEQAdABRAEwAOABiAEkAWABNAEsAQQBuAG0ATABCADcAbABPAEEAbABYAFoATAB2AEEAbwByAFEAOAAzAFUARwBRAG4AWgBHAHgAWgBZAEEARwBBAHQATgB5AGYAKwAzAGkAbABLAGgAcwBSAGwAWABtAEMAdABLAFYAZQBIAEUASgBUAHgAaQAyAG4AUQByAFQAQgBjADYAWQBlAGgAOABLADYAWABuAGQAVABFAG0AMABjAHQAWQB3AD0A,嘉義市,嘉義市,私立,[600]大雅路一段858巷36號,(05)2759951,120,正常,2019/05/17,府教特字第1081507045號,第49條(107/6/27修正公布),負責人：謝義齡,"罰鍰：6,000元",第26條第2項
