id,學校,資料網址,縣市,鄉鎮市區,公私立,住址,電話,核定人數,營運狀態,處分日期,裁處文號,違反之規定,負責人/行為人,處分內容,處分依據
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBvAEUARgBpACsAdgAzAFAAbwBkADgAWgBtAHAAVQBwAEYATgBKAFkAVABjAD0A,苗栗縣私立藝禾幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBvAEUARgBpACsAdgAzAFAAbwBkADgAWgBtAHAAVQBwAEYATgBKAFkAVABjAD0A,苗栗縣,竹南鎮,私立,[350]科學路27號,(037)680779,269,正常,2020/06/29,府教學前字第1090123352號,第49條(107/6/27修正公布),負責人：劉建財,"罰鍰：6,000元",第38條第2項
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBnAE4AOABlAGkAdQBPAFEAcABnADYAcABEAEoAYwBuAGkAQwBwADMAQwBBAD0A,苗栗縣私立高爾夫幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBnAE4AOABlAGkAdQBPAFEAcABnADYAcABEAEoAYwBuAGkAQwBwADMAQwBBAD0A,苗栗縣,竹南鎮,私立,[350]尖山18-25號,(037)582326,80,正常,2019/06/14,府教學前字第1080114385號,第49條(107/6/27修正公布),負責人：鍾宏東,"罰鍰：6,000元",第26條第2項
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBzAGIATABFAEEAQQBBAFgAcgBjADIAcgA5AEcAcABBAEgATwAzAEcAQQA0AD0A,苗栗縣私立奇奇幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBzAGIATABFAEEAQQBBAFgAcgBjADIAcgA5AEcAcABBAEgATwAzAEcAQQA0AD0A,苗栗縣,竹南鎮,私立,[350]勤興街69號,(037)472498,100,正常,2020/08/28,府教學前字第1090169925號,第49條(107/6/27修正公布),負責人：江保樺,"罰鍰：6,000元",第38條第2項
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBqADEAaQAzAFIAeABKACsAZwAzAFgAeABZAHYAeQBTAHcATABHAEwAMABFAD0A,苗栗縣私立妙妙成長幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBqADEAaQAzAFIAeABKACsAZwAzAFgAeABZAHYAeQBTAHcATABHAEwAMABFAD0A,苗栗縣,竹南鎮,私立,[350]開元路848號,(037)462650,150,正常,2018/07/31,府教學前字第1070146897號,第49條(107/6/27修正公布),負責人：魏綉鳳,"罰鍰：6,000元",第38條第2項
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBvADgALwBmADMAZwB4AEsAUABMAE8AQwBkADAAZQBiAEcAagBQAHAAdQA0AD0A,苗栗縣私立佳佳幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABaADYAVQAzADUAVABnAHAAMgBpAGsAWgBRAHoAUwArAE4AOQBoAHEASgBvADgALwBmADMAZwB4AEsAUABMAE8AQwBkADAAZQBiAEcAagBQAHAAdQA0AD0A,苗栗縣,竹南鎮,私立,[350]龍山路162號,(037)623417,104,正常,2019/05/24,府教學前字第1080099346號,第49條(107/6/27修正公布),負責人：張玉花,"罰鍰：6,000元",第8條第6項--招收人數限制
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBhAEwAWQB5AHcAbgBWAGkALwBmAFMAcABsAHAAaABUAEgAYwBMAHoAdgBnAD0A,苗栗縣私立牧羊幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBhAEwAWQB5AHcAbgBWAGkALwBmAFMAcABsAHAAaABUAEgAYwBMAHoAdgBnAD0A,苗栗縣,頭份市,私立,[351]上埔路83巷285號,(037)661991,150,正常,2020/07/29,府教學前字第1090150527號,第49條(107/6/27修正公布),負責人：陳淑瑜,"罰鍰：6,000元",第41條第4項
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBhAEwAWQB5AHcAbgBWAGkALwBmAFMAcABsAHAAaABUAEgAYwBMAHoAdgBnAD0A,苗栗縣私立牧羊幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBhAEwAWQB5AHcAbgBWAGkALwBmAFMAcABsAHAAaABUAEgAYwBMAHoAdgBnAD0A,苗栗縣,頭份市,私立,[351]上埔路83巷285號,(037)661991,150,正常,2019/04/26,府教學前字第1080079916A號,第34條,負責人：陳淑瑜,"罰鍰：6,000元",第26條第2項
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBiAGwAWAB3AFYAKwA3AHUAMwBqAEYAdwBsADQATgBiAEoATgBKAFEAWQBjAD0A,苗栗縣私立啊囉哈幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBiAGwAWAB3AFYAKwA3AHUAMwBqAEYAdwBsADQATgBiAEoATgBKAFEAWQBjAD0A,苗栗縣,頭份市,私立,[351]東田街172號,(037)623893,170,正常,2019/05/13,府教學前字第1080090533號,第49條(107/6/27修正公布),負責人：黃瓊珠,"罰鍰：6,000元",第8條第6項--招收人數限制
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBhADcAagBnAFYAdwB3AGcAWQAxAGMAagAxAGcAZgBMADAARABKAHIANQBzAD0A,苗栗縣私立杜威幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBhADcAagBnAFYAdwB3AGcAWQAxAGMAagAxAGcAZgBMADAARABKAHIANQBzAD0A,苗栗縣,頭份市,私立,[351]永貞路二段310號,(037)639038,120,正常,2019/07/17,府教學前字第1080138120號,第49條(107/6/27修正公布),負責人：鍾宏明,"罰鍰：6,000元",第8條第6項--招收人數限制
MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBVADEAaQBTAGYALwAxAHUAKwBuAEcAbQBUAFYASgBtADIATgB2AG0AcAAwAD0A,苗栗縣私立優優幼兒園,https://ap.ece.moe.edu.tw/webecems/dtl/punish_view.aspx?sch=MwBFAGYAcABEAHQAVQBZAG0AbABIAFUAcwBzADIARABSAGsANwBkAGcAZwBEADgAUQBMAGUARgBpAEgAeABEAHAAdwA4ADYAaQB2AG4AWgBGAG4AUQB0AGkASQA3AEcASgB5AEsAZwA5AEcAKwBYAFIAUgA1AGMANwBlADEATABYADkAUgBSAGgAeAA0AFkAKwBwAHoASQA5AEgAZwBkAEMAdQBJAHgAawBVADEAaQBTAGYALwAxAHUAKwBuAEcAbQBUAFYASgBtADIATgB2AG0AcAAwAD0A,苗栗縣,頭份市,私立,[351]大同路77巷21、23號,(037)672887,67,正常,2020/05/29,府教學前字第1090105860號,第49條(107/6/27修正公布),負責人：李人龍,"罰鍰：6,000元",第38條第2項
